interaction_id,customer_id,event_time,event_type,channel
I00006375,C000066,2025-04-20 16:00:00,email_open,mobile_app
I00006376,C000066,2025-04-24 00:00:00,page_view,web
I00006377,C000066,2025-04-24 04:00:00,add_to_cart,web
I00006378,C000066,2025-04-28 02:00:00,login,email
I00006379,C000066,2025-04-28 02:00:00,add_to_cart,web
I00006380,C000066,2025-04-29 06:00:00,add_to_cart,web
I00006381,C000066,2025-05-02 03:00:00,add_to_cart,web
I00006382,C000066,2025-05-04 14:00:00,page_view,web
I00006383,C000066,2025-05-06 00:00:00,page_view,web
I00006384,C000066,2025-05-07 07:00:00,add_to_cart,mobile_app
I00006385,C000066,2025-05-08 09:00:00,page_view,web
I00006386,C000066,2025-05-09 09:00:00,page_view,mobile_app
I00006387,C000066,2025-05-09 15:00:00,page_view,mobile_app
I00006388,C000066,2025-05-10 10:00:00,page_view,mobile_app
I00006389,C000066,2025-05-10 01:00:00,page_view,mobile_app
I00006390,C000066,2025-05-11 12:00:00,login,mobile_app
I00006391,C000066,2025-05-12 09:00:00,login,web
I00006392,C000066,2025-05-12 08:00:00,login,web
I00006393,C000066,2025-05-14 23:00:00,page_view,web
I00006394,C000066,2025-05-16 13:00:00,page_view,mobile_app
I00006395,C000066,2025-05-16 09:00:00,add_to_cart,mobile_app
I00006396,C000066,2025-05-17 11:00:00,page_view,web
I00006397,C000066,2025-05-18 20:00:00,add_to_cart,web
I00006398,C000066,2025-05-18 20:00:00,email_open,web
I00006399,C000066,2025-05-19 15:00:00,login,mobile_app
I00006400,C000066,2025-05-19 03:00:00,add_to_cart,web
I00006401,C000066,2025-05-22 23:00:00,login,mobile_app
I00006402,C000066,2025-05-26 08:00:00,page_view,web
I00006403,C000066,2025-05-31 17:00:00,add_to_cart,web
I00006404,C000066,2025-06-01 17:00:00,page_view,web
I00006405,C000066,2025-06-02 16:00:00,page_view,email
I00006406,C000066,2025-06-02 00:00:00,add_to_cart,web
I00006407,C000066,2025-06-02 03:00:00,email_open,web
I00006408,C000066,2025-06-03 10:00:00,email_open,mobile_app
I00006409,C000066,2025-06-04 08:00:00,add_to_cart,mobile_app
I00006410,C000066,2025-06-05 19:00:00,page_view,mobile_app
I00006411,C000066,2025-06-06 18:00:00,page_view,email
I00006412,C000066,2025-06-13 19:00:00,email_open,mobile_app
I00006413,C000066,2025-06-20 17:00:00,login,web
I00006414,C000066,2025-06-22 19:00:00,login,email
I00006415,C000066,2025-06-25 16:00:00,login,mobile_app
I00006416,C000066,2025-06-27 01:00:00,email_open,web
I00006417,C000066,2025-06-28 12:00:00,page_view,web
I00006418,C000066,2025-06-30 08:00:00,email_open,web
I00006419,C000066,2025-07-02 17:00:00,page_view,web
I00006420,C000066,2025-07-03 04:00:00,page_view,web
I00006421,C000066,2025-07-05 00:00:00,login,web
I00006422,C000066,2025-07-06 04:00:00,add_to_cart,email
I00006423,C000066,2025-07-08 08:00:00,page_view,web
I00006424,C000066,2025-07-09 15:00:00,page_view,web
I00006425,C000066,2025-07-09 03:00:00,page_view,mobile_app
I00006426,C000066,2025-07-11 02:00:00,email_open,web
I00006427,C000066,2025-07-12 21:00:00,add_to_cart,web
I00006428,C000066,2025-07-14 09:00:00,login,web
I00006429,C000066,2025-07-19 20:00:00,email_open,web
I00006430,C000066,2025-07-23 05:00:00,add_to_cart,web
I00006431,C000066,2025-07-23 05:00:00,email_open,web
I00006432,C000066,2025-07-25 21:00:00,page_view,mobile_app
I00006433,C000066,2025-07-26 12:00:00,email_open,mobile_app
I00006434,C000066,2025-07-28 11:00:00,page_view,web
I00006435,C000066,2025-07-28 17:00:00,page_view,web
I00006436,C000066,2025-08-02 22:00:00,add_to_cart,mobile_app
I00006437,C000066,2025-08-04 02:00:00,page_view,mobile_app
I00006438,C000066,2025-08-05 01:00:00,email_open,mobile_app
I00006439,C000066,2025-08-09 02:00:00,add_to_cart,email
I00006440,C000066,2025-08-10 13:00:00,login,web
I00006441,C000066,2025-08-10 04:00:00,page_view,email
I00006442,C000066,2025-08-11 17:00:00,page_view,web
I00006443,C000066,2025-08-13 08:00:00,page_view,email
I00006444,C000066,2025-08-14 18:00:00,page_view,web
I00006445,C000066,2025-08-14 18:00:00,email_open,mobile_app
I00006446,C000066,2025-08-14 02:00:00,email_open,mobile_app
I00006447,C000066,2025-08-14 10:00:00,login,web
I00006448,C000066,2025-08-16 21:00:00,email_open,web
I00006449,C000066,2025-08-20 16:00:00,page_view,web
I00006450,C000066,2025-08-24 09:00:00,login,web
I00006451,C000066,2025-08-24 14:00:00,add_to_cart,mobile_app
I00006452,C000066,2025-08-25 18:00:00,login,mobile_app
I00006453,C000066,2025-08-25 17:00:00,email_open,mobile_app
I00006454,C000066,2025-08-26 17:00:00,add_to_cart,web
I00006455,C000066,2025-08-26 11:00:00,page_view,web
I00006456,C000066,2025-08-28 16:00:00,email_open,mobile_app
I00006457,C000066,2025-09-01 23:00:00,page_view,web
I00006458,C000066,2025-09-03 02:00:00,page_view,mobile_app
I00006459,C000066,2025-09-04 09:00:00,login,mobile_app
I00006460,C000066,2025-09-07 16:00:00,email_click,mobile_app
I00006461,C000066,2025-09-08 22:00:00,page_view,mobile_app
I00006462,C000066,2025-09-13 09:00:00,email_click,web
I00006463,C000066,2025-09-13 00:00:00,add_to_cart,web
I00006464,C000066,2025-09-14 07:00:00,login,mobile_app
I00006465,C000066,2025-09-15 18:00:00,page_view,web
I00006466,C000066,2025-09-15 15:00:00,login,mobile_app
I00006467,C000066,2025-09-16 14:00:00,page_view,email
I00006468,C000066,2025-09-18 04:00:00,login,mobile_app
I00006469,C000066,2025-09-21 05:00:00,page_view,email
I00006470,C000066,2025-09-21 16:00:00,login,mobile_app
I00006471,C000066,2025-09-22 07:00:00,page_view,web
I00006472,C000066,2025-09-22 20:00:00,email_open,mobile_app
I00006473,C000066,2025-09-25 13:00:00,page_view,mobile_app
I00006474,C000066,2025-09-25 01:00:00,page_view,web
I00006475,C000066,2025-09-27 21:00:00,email_click,web
I00006476,C000066,2025-09-29 00:00:00,email_open,mobile_app
I00006477,C000066,2025-09-29 19:00:00,email_open,mobile_app
I00006478,C000066,2025-10-01 09:00:00,page_view,mobile_app
I00006479,C000066,2025-10-02 04:00:00,login,web
I00006480,C000066,2025-10-02 01:00:00,login,email
I00006481,C000066,2025-10-05 19:00:00,page_view,web
I00006482,C000066,2025-10-05 12:00:00,login,web
I00006483,C000066,2025-10-05 16:00:00,page_view,web
I00006484,C000066,2025-10-06 08:00:00,page_view,mobile_app
I00006485,C000066,2025-10-06 21:00:00,page_view,mobile_app
I00006486,C000066,2025-10-10 13:00:00,login,web
I00006487,C000066,2025-10-11 18:00:00,page_view,web
I00006488,C000066,2025-10-12 15:00:00,page_view,mobile_app
I00006489,C000066,2025-10-14 20:00:00,email_open,web
I00006490,C000066,2025-10-17 07:00:00,login,web
I00006491,C000066,2025-10-21 17:00:00,email_open,mobile_app
I00006492,C000066,2025-10-21 00:00:00,page_view,web
I00006493,C000066,2025-10-21 05:00:00,email_open,web
I00006494,C000066,2025-10-31 00:00:00,page_view,web
I00006495,C000066,2025-11-01 11:00:00,add_to_cart,web
I00006496,C000066,2025-11-05 05:00:00,add_to_cart,mobile_app
I00006497,C000066,2025-11-05 18:00:00,login,web
I00006498,C000066,2025-11-07 13:00:00,add_to_cart,web
I00006499,C000066,2025-11-07 22:00:00,page_view,web
I00006500,C000066,2025-11-09 00:00:00,login,mobile_app
I00006501,C000066,2025-11-10 16:00:00,page_view,mobile_app
I00006502,C000066,2025-11-17 09:00:00,add_to_cart,mobile_app
I00006503,C000066,2025-11-19 13:00:00,page_view,web
I00006504,C000066,2025-11-24 19:00:00,login,web
I00006505,C000066,2025-11-25 11:00:00,add_to_cart,mobile_app
I00006506,C000066,2025-11-25 11:00:00,add_to_cart,web
I00006507,C000066,2025-12-05 06:00:00,page_view,web
I00006508,C000066,2025-12-06 17:00:00,page_view,email
I00006509,C000066,2025-12-07 11:00:00,email_open,web
I00006510,C000066,2025-12-09 03:00:00,page_view,mobile_app
I00006511,C000066,2025-12-14 16:00:00,add_to_cart,web
I00006512,C000066,2025-12-16 05:00:00,page_view,web
I00006513,C000066,2025-12-18 10:00:00,login,mobile_app
I00006514,C000066,2025-12-21 03:00:00,page_view,web
I00006515,C000066,2025-12-23 05:00:00,email_open,web
I00006516,C000066,2025-12-24 19:00:00,add_to_cart,mobile_app
I00006517,C000066,2025-12-24 21:00:00,login,web
I00006518,C000066,2025-12-25 12:00:00,page_view,email
I00006519,C000066,2025-12-25 10:00:00,add_to_cart,web
I00006520,C000066,2025-12-25 03:00:00,add_to_cart,mobile_app
I00006521,C000066,2025-12-27 17:00:00,page_view,email
I00006522,C000066,2025-12-28 10:00:00,add_to_cart,email
I00006523,C000066,2025-12-30 22:00:00,email_click,web
I00006524,C000066,2026-01-01 03:00:00,add_to_cart,web
I00006525,C000066,2026-01-02 02:00:00,add_to_cart,web
I00006526,C000066,2026-01-10 13:00:00,page_view,web
I00006527,C000066,2026-01-11 21:00:00,login,web
I00006528,C000066,2026-01-15 00:00:00,login,mobile_app
I00006529,C000066,2026-01-16 05:00:00,add_to_cart,mobile_app
I00006530,C000066,2026-01-17 09:00:00,page_view,web
I00006531,C000066,2026-01-18 22:00:00,login,web
I00006532,C000066,2026-01-19 22:00:00,add_to_cart,mobile_app
I00006533,C000066,2026-01-20 17:00:00,page_view,web
I00006534,C000066,2026-01-20 01:00:00,page_view,mobile_app
I00006535,C000066,2026-01-25 13:00:00,page_view,mobile_app
I00006536,C000066,2026-01-25 11:00:00,login,web
I00006537,C000066,2026-01-25 12:00:00,add_to_cart,web
I00006538,C000066,2026-01-29 03:00:00,email_open,web
I00006539,C000066,2026-01-29 09:00:00,page_view,mobile_app
I00006540,C000066,2026-01-31 16:00:00,add_to_cart,email
I00006541,C000066,2026-02-01 22:00:00,email_open,email
I00006542,C000066,2026-02-02 13:00:00,login,web
I00006543,C000066,2026-02-03 06:00:00,add_to_cart,mobile_app
I00006544,C000066,2026-02-05 17:00:00,page_view,mobile_app
I00006545,C000066,2026-02-06 04:00:00,login,web
I00006546,C000066,2026-02-07 02:00:00,email_click,web
I00006547,C000066,2026-02-11 16:00:00,page_view,web
I00006548,C000066,2026-02-13 00:00:00,add_to_cart,mobile_app
I00006549,C000066,2026-02-14 00:00:00,page_view,web
I00006550,C000066,2026-02-16 06:00:00,login,mobile_app
I00006551,C000066,2026-02-21 10:00:00,page_view,mobile_app
I00006552,C000066,2026-02-21 21:00:00,page_view,mobile_app
I00006553,C000066,2026-02-22 20:00:00,page_view,web
I00006554,C000066,2026-02-23 08:00:00,page_view,mobile_app
I00006555,C000066,2026-02-23 01:00:00,login,web
I00006556,C000066,2026-02-24 02:00:00,add_to_cart,mobile_app
I00006557,C000066,2026-02-24 19:00:00,page_view,web
I00006558,C000066,2026-02-25 02:00:00,email_open,mobile_app
I00006559,C000066,2026-02-25 04:00:00,login,web
I00006560,C000066,2026-02-27 23:00:00,add_to_cart,web
I00006561,C000066,2026-02-27 22:00:00,page_view,web
I00006562,C000066,2026-02-28 11:00:00,page_view,mobile_app
I00006563,C000066,2026-03-01 13:00:00,email_open,web
I00006564,C000066,2026-03-02 07:00:00,login,web
I00006565,C000066,2026-03-02 05:00:00,login,mobile_app
I00006566,C000066,2026-03-03 20:00:00,page_view,mobile_app
I00006567,C000066,2026-03-04 16:00:00,page_view,mobile_app
I00006568,C000066,2026-03-04 04:00:00,login,mobile_app
I00006569,C000066,2026-03-06 07:00:00,page_view,email
I00006570,C000066,2026-03-07 20:00:00,login,mobile_app
I00006571,C000066,2026-03-07 06:00:00,login,mobile_app
I00006572,C000066,2026-03-08 19:00:00,page_view,email
I00006573,C000066,2026-03-08 17:00:00,page_view,mobile_app
I00006574,C000066,2026-03-11 10:00:00,page_view,mobile_app
I00006575,C000066,2026-03-12 11:00:00,email_open,web
I00006576,C000066,2026-03-14 14:00:00,email_open,email
I00006577,C000066,2026-03-16 09:00:00,add_to_cart,web
I00006578,C000066,2026-03-19 10:00:00,page_view,mobile_app
I00006579,C000066,2026-03-21 10:00:00,page_view,email
I00006580,C000066,2026-03-21 05:00:00,login,email
I00006581,C000066,2026-03-22 14:00:00,page_view,web
I00006582,C000066,2026-03-23 20:00:00,login,mobile_app
I00006583,C000066,2026-03-25 22:00:00,login,web
I00006584,C000066,2026-03-25 17:00:00,email_open,mobile_app
I00006585,C000066,2026-03-25 22:00:00,page_view,web
I00006586,C000066,2026-03-29 03:00:00,page_view,mobile_app
I00006587,C000066,2026-03-30 01:00:00,login,web
I00006588,C000066,2026-04-02 07:00:00,page_view,web
I00006589,C000066,2026-04-04 01:00:00,login,web
I00006590,C000066,2026-04-06 19:00:00,login,web
I00006591,C000066,2026-04-07 04:00:00,add_to_cart,web
I00006592,C000066,2026-04-08 18:00:00,add_to_cart,email
I00006593,C000066,2026-04-08 14:00:00,login,mobile_app
I00006594,C000066,2026-04-11 17:00:00,login,mobile_app
I00006595,C000066,2026-04-12 13:00:00,email_open,email
I00006596,C000066,2026-04-12 11:00:00,page_view,web
I00006597,C000066,2026-04-13 01:00:00,page_view,web
I00006598,C000066,2026-04-15 16:00:00,page_view,mobile_app
I00006599,C000066,2026-04-16 06:00:00,page_view,web
I00006600,C000066,2026-04-18 06:00:00,email_open,web
I00006601,C000066,2026-04-18 05:00:00,page_view,mobile_app
I00006602,C000066,2026-04-18 09:00:00,email_click,mobile_app
I00006603,C000066,2026-04-19 07:00:00,add_to_cart,web
I00006604,C000066,2026-04-23 08:00:00,page_view,web
I00006605,C000066,2026-04-24 22:00:00,email_click,web
I00006606,C000066,2026-04-24 18:00:00,page_view,web
I00006607,C000066,2026-04-28 06:00:00,page_view,web
I00006608,C000066,2026-04-30 04:00:00,login,web
I00006609,C000066,2026-05-01 23:00:00,login,email
I00006610,C000066,2026-05-01 17:00:00,email_click,web
I00006611,C000066,2026-05-01 23:00:00,page_view,web
I00006612,C000066,2026-05-02 07:00:00,page_view,mobile_app
I00006613,C000066,2026-05-08 18:00:00,page_view,web
I00006614,C000066,2026-05-09 10:00:00,email_click,web
I00006615,C000066,2026-05-09 00:00:00,email_open,web
I00006616,C000066,2026-05-09 23:00:00,page_view,web
I00006617,C000066,2026-05-10 06:00:00,login,mobile_app
I00006618,C000066,2026-05-13 04:00:00,email_open,web
I00006619,C000066,2026-05-13 15:00:00,page_view,web
I00006620,C000066,2026-05-15 02:00:00,page_view,web
I00006621,C000066,2026-05-15 12:00:00,login,web
I00006622,C000066,2026-05-16 13:00:00,page_view,mobile_app
I00006623,C000066,2026-05-18 03:00:00,page_view,web
I00006624,C000066,2026-05-20 16:00:00,login,web
I00006625,C000066,2026-05-22 21:00:00,page_view,web
I00006626,C000066,2026-05-22 18:00:00,login,web
I00006627,C000066,2026-05-23 20:00:00,login,web
I00006628,C000066,2026-05-23 09:00:00,login,web
I00006629,C000066,2026-05-24 01:00:00,add_to_cart,mobile_app
I00006630,C000066,2026-05-24 00:00:00,email_open,mobile_app
I00006631,C000066,2026-05-25 20:00:00,page_view,web
I00006632,C000066,2026-05-29 12:00:00,page_view,mobile_app
I00006633,C000066,2026-05-29 01:00:00,page_view,mobile_app
I00006634,C000066,2026-05-31 21:00:00,email_open,mobile_app
I00006635,C000066,2026-06-03 08:00:00,login,mobile_app
I00006636,C000066,2026-06-03 06:00:00,add_to_cart,mobile_app
I00006637,C000066,2026-06-04 14:00:00,page_view,web
I00006638,C000066,2026-06-04 21:00:00,add_to_cart,web
I00006639,C000066,2026-06-05 14:00:00,email_open,mobile_app
I00006640,C000066,2026-06-05 17:00:00,email_open,email
I00006641,C000066,2026-06-06 21:00:00,email_click,web
I00006642,C000066,2026-06-07 01:00:00,page_view,web
I00006643,C000066,2026-06-12 04:00:00,login,email
I00006644,C000066,2026-06-13 20:00:00,add_to_cart,mobile_app
I00006645,C000066,2026-06-13 09:00:00,login,mobile_app
I00006646,C000066,2026-06-13 22:00:00,login,email
I00006647,C000066,2026-06-14 01:00:00,page_view,email
I00006648,C000066,2026-06-14 15:00:00,login,mobile_app
I00006649,C000066,2026-06-17 23:00:00,page_view,mobile_app
I00006650,C000066,2026-06-19 23:00:00,login,web
I00006651,C000066,2026-06-27 22:00:00,email_open,web
I00006652,C000066,2026-06-27 00:00:00,add_to_cart,web
I00006653,C000066,2026-06-28 05:00:00,email_open,mobile_app
I00006654,C000066,2026-06-28 05:00:00,page_view,web
I00006655,C000066,2026-06-28 14:00:00,email_open,mobile_app
I00006656,C000066,2026-06-29 05:00:00,page_view,web
I00006657,C000067,2024-05-03 22:00:00,email_click,mobile_app
I00006658,C000067,2024-05-09 08:00:00,page_view,mobile_app
I00006659,C000067,2024-05-11 16:00:00,page_view,web
I00006660,C000067,2024-05-20 19:00:00,page_view,email
I00006661,C000067,2024-05-22 06:00:00,add_to_cart,web
I00006662,C000067,2024-05-26 20:00:00,login,web
I00006663,C000067,2024-05-29 13:00:00,page_view,mobile_app
I00006664,C000067,2024-05-31 22:00:00,page_view,web
I00006665,C000067,2024-06-08 22:00:00,email_open,mobile_app
I00006666,C000067,2024-06-08 19:00:00,email_open,mobile_app
I00006667,C000067,2024-06-09 11:00:00,page_view,web
I00006668,C000067,2024-06-09 15:00:00,page_view,web
I00006669,C000067,2024-06-09 22:00:00,add_to_cart,web
I00006670,C000067,2024-06-11 17:00:00,email_open,web
I00006671,C000067,2024-06-12 16:00:00,page_view,mobile_app
I00006672,C000067,2024-06-30 23:00:00,email_open,mobile_app
I00006673,C000067,2024-07-01 10:00:00,login,web
I00006674,C000067,2024-07-07 11:00:00,email_open,email
I00006675,C000067,2024-07-17 02:00:00,login,mobile_app
I00006676,C000067,2024-07-19 14:00:00,page_view,web
I00006677,C000067,2024-07-24 13:00:00,login,mobile_app
I00006678,C000067,2024-07-29 09:00:00,email_open,web
I00006679,C000067,2024-07-29 16:00:00,add_to_cart,email
I00006680,C000067,2024-07-31 07:00:00,add_to_cart,web
I00006681,C000067,2024-07-31 19:00:00,email_open,mobile_app
I00006682,C000067,2024-08-04 12:00:00,login,web
I00006683,C000067,2024-08-05 23:00:00,email_click,mobile_app
I00006684,C000067,2024-08-09 17:00:00,email_open,mobile_app
I00006685,C000067,2024-08-11 21:00:00,page_view,mobile_app
I00006686,C000067,2024-08-16 17:00:00,page_view,email
I00006687,C000067,2024-08-20 13:00:00,page_view,mobile_app
I00006688,C000067,2024-08-21 14:00:00,email_open,web
I00006689,C000067,2024-08-22 06:00:00,page_view,mobile_app
I00006690,C000067,2024-08-25 15:00:00,email_click,web
I00006691,C000067,2024-08-26 10:00:00,email_open,email
I00006692,C000067,2024-08-26 00:00:00,login,email
I00006693,C000067,2024-08-28 04:00:00,add_to_cart,mobile_app
I00006694,C000067,2024-09-01 21:00:00,page_view,web
I00006695,C000067,2024-09-03 05:00:00,email_open,mobile_app
I00006696,C000067,2024-09-08 17:00:00,email_open,mobile_app
I00006697,C000067,2024-09-13 05:00:00,login,web
I00006698,C000067,2024-09-17 07:00:00,page_view,web
I00006699,C000067,2024-09-19 16:00:00,page_view,web
I00006700,C000067,2024-09-23 02:00:00,email_open,mobile_app
I00006701,C000067,2024-09-24 04:00:00,add_to_cart,mobile_app
I00006702,C000067,2024-09-27 14:00:00,page_view,mobile_app
I00006703,C000067,2024-09-28 08:00:00,page_view,mobile_app
I00006704,C000067,2024-09-29 09:00:00,email_open,web
I00006705,C000067,2024-09-30 18:00:00,page_view,web
I00006706,C000067,2024-10-02 16:00:00,login,web
I00006707,C000067,2024-10-05 05:00:00,email_open,mobile_app
I00006708,C000067,2024-10-20 01:00:00,page_view,mobile_app
I00006709,C000067,2024-10-23 14:00:00,email_click,web
I00006710,C000067,2024-10-27 00:00:00,page_view,mobile_app
I00006711,C000067,2024-10-29 11:00:00,page_view,mobile_app
I00006712,C000067,2024-10-30 21:00:00,page_view,web
I00006713,C000067,2024-10-31 10:00:00,login,mobile_app
I00006714,C000067,2024-11-02 11:00:00,login,web
I00006715,C000067,2024-11-04 17:00:00,email_open,mobile_app
I00006716,C000067,2024-11-10 23:00:00,add_to_cart,mobile_app
I00006717,C000067,2024-11-13 13:00:00,page_view,mobile_app
I00006718,C000067,2024-11-14 01:00:00,page_view,web
I00006719,C000067,2024-11-16 06:00:00,login,mobile_app
I00006720,C000067,2024-11-17 18:00:00,login,mobile_app
I00006721,C000067,2024-12-03 04:00:00,add_to_cart,web
I00006722,C000067,2024-12-05 14:00:00,page_view,web
I00006723,C000067,2024-12-12 20:00:00,page_view,web
I00006724,C000067,2024-12-13 09:00:00,email_click,mobile_app
I00006725,C000067,2024-12-16 23:00:00,page_view,web
I00006726,C000067,2024-12-21 05:00:00,add_to_cart,mobile_app
I00006727,C000067,2024-12-24 00:00:00,add_to_cart,mobile_app
I00006728,C000067,2025-01-02 19:00:00,page_view,web
I00006729,C000067,2025-01-06 02:00:00,login,web
I00006730,C000067,2025-01-06 19:00:00,email_open,web
I00006731,C000067,2025-01-09 20:00:00,add_to_cart,web
I00006732,C000067,2025-01-10 06:00:00,login,web
I00006733,C000067,2025-01-12 14:00:00,add_to_cart,web
I00006734,C000067,2025-01-13 02:00:00,page_view,mobile_app
I00006735,C000067,2025-01-14 12:00:00,add_to_cart,web
I00006736,C000067,2025-01-15 02:00:00,page_view,web
I00006737,C000067,2025-01-18 10:00:00,page_view,email
I00006738,C000067,2025-01-20 07:00:00,login,mobile_app
I00006739,C000067,2025-01-23 22:00:00,add_to_cart,mobile_app
I00006740,C000067,2025-01-25 22:00:00,login,web
I00006741,C000067,2025-01-27 12:00:00,page_view,mobile_app
I00006742,C000067,2025-01-28 10:00:00,page_view,web
I00006743,C000067,2025-01-29 08:00:00,email_open,mobile_app
I00006744,C000067,2025-01-31 03:00:00,page_view,mobile_app
I00006745,C000067,2025-02-06 05:00:00,email_open,web
I00006746,C000067,2025-02-10 14:00:00,page_view,email
I00006747,C000067,2025-02-15 01:00:00,page_view,mobile_app
I00006748,C000067,2025-02-23 18:00:00,page_view,web
I00006749,C000067,2025-02-25 22:00:00,email_click,web
I00006750,C000067,2025-03-01 08:00:00,page_view,web
I00006751,C000067,2025-03-02 05:00:00,page_view,email
I00006752,C000067,2025-03-03 16:00:00,page_view,mobile_app
I00006753,C000067,2025-03-03 00:00:00,page_view,web
I00006754,C000067,2025-03-03 04:00:00,login,mobile_app
I00006755,C000067,2025-03-03 16:00:00,login,web
I00006756,C000067,2025-03-10 06:00:00,add_to_cart,web
I00006757,C000067,2025-03-11 18:00:00,login,web
I00006758,C000067,2025-03-13 02:00:00,login,mobile_app
I00006759,C000067,2025-03-19 22:00:00,page_view,mobile_app
I00006760,C000067,2025-03-19 16:00:00,page_view,web
I00006761,C000067,2025-03-20 02:00:00,add_to_cart,web
I00006762,C000067,2025-03-29 03:00:00,email_open,mobile_app
I00006763,C000067,2025-04-01 16:00:00,add_to_cart,web
I00006764,C000067,2025-04-05 10:00:00,email_open,mobile_app
I00006765,C000067,2025-04-09 14:00:00,login,mobile_app
I00006766,C000067,2025-04-10 03:00:00,page_view,web
I00006767,C000067,2025-04-14 18:00:00,login,web
I00006768,C000067,2025-04-14 00:00:00,add_to_cart,mobile_app
I00006769,C000067,2025-04-18 00:00:00,email_open,email
I00006770,C000067,2025-04-22 14:00:00,email_open,web
I00006771,C000067,2025-04-28 06:00:00,page_view,mobile_app
I00006772,C000067,2025-05-04 04:00:00,add_to_cart,web
I00006773,C000067,2025-05-04 17:00:00,login,web
I00006774,C000067,2025-05-08 12:00:00,email_open,email
I00006775,C000067,2025-05-09 16:00:00,page_view,web
I00006776,C000067,2025-05-16 12:00:00,login,mobile_app
I00006777,C000067,2025-05-21 00:00:00,email_open,email
I00006778,C000067,2025-05-23 05:00:00,page_view,mobile_app
I00006779,C000067,2025-05-23 20:00:00,login,email
I00006780,C000067,2025-05-25 06:00:00,login,web
I00006781,C000067,2025-05-29 14:00:00,login,web
I00006782,C000067,2025-06-03 17:00:00,email_open,email
I00006783,C000067,2025-06-05 01:00:00,email_open,web
I00006784,C000067,2025-06-05 18:00:00,login,mobile_app
I00006785,C000067,2025-06-06 05:00:00,login,web
I00006786,C000067,2025-06-06 18:00:00,email_open,web
I00006787,C000067,2025-06-07 22:00:00,add_to_cart,web
I00006788,C000067,2025-06-16 10:00:00,email_click,web
I00006789,C000067,2025-06-22 23:00:00,email_open,email
I00006790,C000067,2025-06-27 11:00:00,login,web
I00006791,C000067,2025-06-27 06:00:00,page_view,mobile_app
I00006792,C000067,2025-07-05 18:00:00,page_view,web
I00006793,C000067,2025-07-06 16:00:00,login,web
I00006794,C000067,2025-07-06 00:00:00,page_view,web
I00006795,C000067,2025-07-07 20:00:00,login,mobile_app
I00006796,C000067,2025-07-08 09:00:00,login,email
I00006797,C000067,2025-07-11 17:00:00,page_view,mobile_app
I00006798,C000067,2025-07-16 09:00:00,page_view,mobile_app
I00006799,C000067,2025-07-19 07:00:00,add_to_cart,web
I00006800,C000067,2025-07-20 09:00:00,page_view,mobile_app
I00006801,C000067,2025-07-20 21:00:00,login,web
I00006802,C000067,2025-08-06 22:00:00,page_view,web
I00006803,C000067,2025-08-07 12:00:00,page_view,web
I00006804,C000067,2025-08-10 16:00:00,login,web
I00006805,C000067,2025-08-10 18:00:00,page_view,mobile_app
I00006806,C000067,2025-08-15 17:00:00,email_open,web
I00006807,C000067,2025-08-16 05:00:00,email_click,web
I00006808,C000067,2025-08-28 12:00:00,page_view,mobile_app
I00006809,C000067,2025-08-29 00:00:00,login,web
I00006810,C000067,2025-08-30 23:00:00,page_view,web
I00006811,C000067,2025-09-01 16:00:00,page_view,mobile_app
I00006812,C000067,2025-09-06 08:00:00,email_click,mobile_app
I00006813,C000067,2025-09-07 22:00:00,login,web
I00006814,C000067,2025-09-08 18:00:00,login,email
I00006815,C000067,2025-09-09 13:00:00,page_view,mobile_app
I00006816,C000067,2025-09-10 16:00:00,login,web
I00006817,C000067,2025-09-15 13:00:00,page_view,web
I00006818,C000067,2025-09-22 01:00:00,page_view,mobile_app
I00006819,C000067,2025-09-23 08:00:00,login,web
I00006820,C000067,2025-09-25 01:00:00,login,web
I00006821,C000067,2025-09-28 14:00:00,add_to_cart,mobile_app
I00006822,C000067,2025-09-29 18:00:00,add_to_cart,email
I00006823,C000067,2025-09-29 18:00:00,page_view,mobile_app
I00006824,C000067,2025-09-29 16:00:00,email_open,mobile_app
I00006825,C000067,2025-09-30 04:00:00,page_view,web
I00006826,C000067,2025-10-04 20:00:00,login,web
I00006827,C000067,2025-10-13 23:00:00,add_to_cart,web
I00006828,C000067,2025-10-19 02:00:00,page_view,mobile_app
I00006829,C000067,2025-10-21 23:00:00,login,mobile_app
I00006830,C000067,2025-10-24 06:00:00,add_to_cart,mobile_app
I00006831,C000067,2025-10-28 18:00:00,page_view,mobile_app
I00006832,C000067,2025-11-05 21:00:00,login,web
I00006833,C000067,2025-11-10 02:00:00,email_click,mobile_app
I00006834,C000067,2025-11-10 00:00:00,page_view,email
I00006835,C000067,2025-11-12 13:00:00,login,web
I00006836,C000067,2025-11-21 18:00:00,email_click,web
I00006837,C000067,2025-11-22 12:00:00,email_click,web
I00006838,C000067,2025-11-22 15:00:00,add_to_cart,web
I00006839,C000067,2025-11-23 03:00:00,add_to_cart,web
I00006840,C000067,2025-11-25 01:00:00,email_open,web
I00006841,C000067,2025-11-27 09:00:00,email_open,web
I00006842,C000067,2025-11-30 09:00:00,page_view,web
I00006843,C000067,2025-12-04 11:00:00,page_view,web
I00006844,C000067,2025-12-05 20:00:00,login,mobile_app
I00006845,C000067,2025-12-10 12:00:00,page_view,mobile_app
I00006846,C000067,2025-12-16 05:00:00,page_view,mobile_app
I00006847,C000067,2025-12-18 09:00:00,login,email
