order_id,customer_id,order_date,product_id,quantity,amount,discount,status
O00000944,C000059,2025-03-09 16:00:00,P00017,1,3.98,0.2,completed
O00000945,C000059,2025-03-23 11:00:00,P00043,3,25.86,0.0,completed
O00000946,C000059,2025-04-12 04:00:00,P00027,3,55.59,0.0,completed
O00000947,C000059,2025-04-20 21:00:00,P00008,1,14.24,0.0,completed
O00000948,C000059,2025-05-07 21:00:00,P00030,3,33.42,0.0,completed
O00000949,C000059,2025-06-25 23:00:00,P00020,3,83.78,0.1,completed
O00000950,C000060,2024-11-09 21:00:00,P00054,2,16.43,0.1,completed
O00000951,C000060,2024-11-30 20:00:00,P00036,2,27.16,0.1,completed
O00000952,C000060,2024-12-04 09:00:00,P00034,2,52.64,0.0,completed
O00000953,C000060,2024-12-06 13:00:00,P00015,1,10.9,0.0,completed
O00000954,C000060,2025-01-06 20:00:00,P00048,1,28.6,0.2,completed
O00000955,C000060,2025-01-18 09:00:00,P00034,3,78.96,0.0,completed
O00000956,C000060,2025-03-03 04:00:00,P00057,3,168.15,0.0,completed
O00000957,C000060,2025-03-09 14:00:00,P00054,3,24.65,0.1,completed
O00000958,C000060,2025-04-16 19:00:00,P00019,2,34.0,0.0,completed
O00000959,C000060,2025-06-03 20:00:00,P00069,3,527.31,0.0,completed
O00000960,C000060,2025-08-18 22:00:00,P00071,3,58.35,0.1,refunded
O00000961,C000060,2025-08-20 15:00:00,P00051,3,126.9,0.0,completed
O00000962,C000060,2025-10-29 05:00:00,P00049,2,71.07,0.2,completed
O00000963,C000060,2025-11-11 21:00:00,P00046,3,151.44,0.0,completed
O00000964,C000060,2025-11-28 15:00:00,P00057,3,168.15,0.0,completed
O00000965,C000060,2025-12-21 02:00:00,P00036,1,13.58,0.1,completed
O00000966,C000060,2026-01-24 03:00:00,P00013,3,53.22,0.1,completed
O00000967,C000060,2026-01-30 02:00:00,P00044,1,37.5,0.0,completed
O00000968,C000060,2026-02-02 19:00:00,P00006,2,64.16,0.0,completed
O00000969,C000060,2026-02-06 02:00:00,P00065,1,52.13,0.0,completed
O00000970,C000060,2026-02-15 22:00:00,P00069,3,527.31,0.0,completed
O00000971,C000060,2026-03-11 15:00:00,P00024,1,15.9,0.2,completed
O00000972,C000060,2026-03-13 19:00:00,P00023,2,62.54,0.0,completed
O00000973,C000060,2026-03-15 08:00:00,P00058,3,58.62,0.1,completed
O00000974,C000060,2026-03-18 20:00:00,P00044,2,75.0,0.0,completed
O00000975,C000060,2026-05-10 01:00:00,P00057,1,50.44,0.1,completed
O00000976,C000060,2026-06-07 13:00:00,P00028,3,40.42,0.1,completed
O00000977,C000060,2026-06-17 19:00:00,P00057,1,56.05,0.0,completed
O00000978,C000061,2024-08-18 01:00:00,P00000,2,91.06,0.0,completed
O00000979,C000061,2024-10-21 19:00:00,P00067,3,30.19,0.2,completed
O00000980,C000061,2024-12-23 21:00:00,P00032,2,28.56,0.0,completed
O00000981,C000061,2025-02-15 00:00:00,P00014,3,30.72,0.0,completed
O00000982,C000061,2025-04-10 02:00:00,P00064,1,10.82,0.1,completed
O00000983,C000061,2025-05-15 14:00:00,P00011,2,37.44,0.0,completed
O00000984,C000061,2025-06-27 23:00:00,P00010,2,34.94,0.0,completed
O00000985,C000061,2025-08-12 15:00:00,P00032,1,14.28,0.0,completed
O00000986,C000061,2026-02-28 02:00:00,P00056,2,44.1,0.0,completed
O00000987,C000061,2026-03-31 15:00:00,P00075,2,43.65,0.1,completed
O00000988,C000061,2026-04-04 18:00:00,P00074,2,29.9,0.0,completed
O00000989,C000061,2026-04-12 14:00:00,P00070,2,10.96,0.2,completed
O00000990,C000061,2026-05-26 00:00:00,P00066,3,22.29,0.0,completed
O00000991,C000062,2025-01-03 05:00:00,P00019,1,17.0,0.0,completed
O00000992,C000062,2025-03-05 19:00:00,P00035,1,25.5,0.0,completed
O00000993,C000063,2025-02-20 13:00:00,P00063,3,61.82,0.2,completed
O00000994,C000063,2025-04-28 04:00:00,P00031,3,14.79,0.0,completed
O00000995,C000063,2025-05-25 02:00:00,P00044,2,60.0,0.2,refunded
O00000996,C000063,2025-06-11 17:00:00,P00044,1,37.5,0.0,completed
O00000997,C000063,2025-06-11 04:00:00,P00040,3,37.05,0.0,completed
O00000998,C000064,2024-11-09 06:00:00,P00074,3,44.85,0.0,completed
O00000999,C000064,2024-11-21 03:00:00,P00002,1,32.54,0.0,completed
O00001000,C000064,2024-12-03 06:00:00,P00047,2,56.98,0.0,completed
O00001001,C000064,2024-12-07 16:00:00,P00011,3,56.16,0.0,completed
O00001002,C000064,2024-12-18 04:00:00,P00017,2,8.95,0.1,completed
O00001003,C000064,2025-03-23 13:00:00,P00018,3,37.32,0.0,completed
O00001004,C000064,2025-04-12 10:00:00,P00079,3,116.49,0.0,completed
O00001005,C000064,2025-05-01 04:00:00,P00003,2,48.32,0.0,completed
O00001006,C000064,2025-05-30 21:00:00,P00019,2,34.0,0.0,completed
O00001007,C000064,2025-06-07 13:00:00,P00025,3,82.02,0.0,completed
O00001008,C000064,2025-06-13 00:00:00,P00014,3,27.65,0.1,completed
O00001009,C000064,2025-06-18 05:00:00,P00024,2,39.76,0.0,completed
O00001010,C000064,2025-06-22 03:00:00,P00043,3,20.69,0.2,completed
O00001011,C000064,2025-07-09 09:00:00,P00062,1,29.1,0.1,completed
O00001012,C000064,2025-07-31 08:00:00,P00047,3,76.92,0.1,completed
O00001013,C000064,2025-08-26 18:00:00,P00022,3,70.32,0.0,completed
O00001014,C000064,2025-08-28 10:00:00,P00060,2,72.38,0.0,completed
O00001015,C000064,2025-09-23 16:00:00,P00070,3,18.49,0.1,completed
O00001016,C000064,2025-10-07 04:00:00,P00011,2,37.44,0.0,completed
O00001017,C000064,2025-11-08 02:00:00,P00020,2,49.65,0.2,completed
O00001018,C000064,2026-01-22 11:00:00,P00012,1,13.07,0.0,completed
O00001019,C000064,2026-01-22 22:00:00,P00031,2,7.89,0.2,completed
O00001020,C000064,2026-02-04 09:00:00,P00032,1,14.28,0.0,completed
O00001021,C000064,2026-02-11 08:00:00,P00016,2,25.54,0.0,completed
O00001022,C000064,2026-03-27 22:00:00,P00034,1,23.69,0.1,completed
O00001023,C000064,2026-03-28 22:00:00,P00055,2,20.42,0.0,completed
O00001024,C000064,2026-05-08 00:00:00,P00062,1,32.33,0.0,completed
O00001025,C000064,2026-05-22 00:00:00,P00016,1,12.77,0.0,completed
O00001026,C000064,2026-06-02 21:00:00,P00051,1,42.3,0.0,completed
O00001027,C000064,2026-06-02 13:00:00,P00024,2,39.76,0.0,cancelled
O00001028,C000064,2026-06-08 17:00:00,P00012,1,10.46,0.2,completed
O00001029,C000065,2024-09-12 08:00:00,P00037,3,67.82,0.1,completed
O00001030,C000065,2024-09-28 17:00:00,P00074,1,14.95,0.0,completed
O00001031,C000065,2024-10-19 14:00:00,P00032,2,28.56,0.0,completed
O00001032,C000065,2024-11-20 09:00:00,P00060,3,108.57,0.0,completed
O00001033,C000065,2024-11-21 10:00:00,P00073,1,19.18,0.1,completed
O00001034,C000065,2024-11-24 07:00:00,P00021,3,21.82,0.2,completed
O00001035,C000065,2024-12-05 09:00:00,P00004,3,55.5,0.0,completed
O00001036,C000065,2024-12-22 21:00:00,P00072,3,13.62,0.0,completed
O00001037,C000065,2024-12-29 11:00:00,P00059,2,24.16,0.1,completed
O00001038,C000065,2025-01-03 12:00:00,P00006,2,64.16,0.0,completed
O00001039,C000065,2025-01-18 04:00:00,P00044,2,75.0,0.0,completed
O00001040,C000065,2025-01-25 01:00:00,P00009,3,80.69,0.2,completed
O00001041,C000065,2025-02-12 03:00:00,P00012,2,26.14,0.0,completed
O00001042,C000065,2025-02-23 21:00:00,P00051,3,126.9,0.0,refunded
O00001043,C000065,2025-03-01 16:00:00,P00068,2,59.09,0.2,completed
O00001044,C000065,2025-03-17 04:00:00,P00039,3,62.46,0.0,completed
O00001045,C000065,2025-03-22 07:00:00,P00012,2,26.14,0.0,completed
O00001046,C000065,2025-03-29 13:00:00,P00026,1,27.81,0.0,refunded
O00001047,C000065,2025-04-07 00:00:00,P00077,1,38.96,0.1,completed
O00001048,C000065,2025-04-10 10:00:00,P00037,2,50.24,0.0,completed
O00001049,C000065,2025-04-11 14:00:00,P00073,2,42.62,0.0,completed
O00001050,C000065,2025-04-18 02:00:00,P00038,3,120.23,0.1,completed
O00001051,C000065,2025-04-22 09:00:00,P00035,1,25.5,0.0,refunded
O00001052,C000065,2025-04-23 23:00:00,P00055,1,8.17,0.2,completed
O00001053,C000065,2025-05-02 04:00:00,P00019,3,45.9,0.1,completed
O00001054,C000065,2025-05-08 06:00:00,P00016,1,12.77,0.0,completed
O00001055,C000065,2025-05-23 21:00:00,P00016,3,38.31,0.0,completed
O00001056,C000065,2025-05-24 15:00:00,P00058,2,43.42,0.0,completed
O00001057,C000065,2025-05-26 16:00:00,P00046,3,121.15,0.2,completed
O00001058,C000065,2025-06-10 00:00:00,P00048,1,35.75,0.0,refunded
O00001059,C000065,2025-06-18 23:00:00,P00059,3,40.26,0.0,completed
O00001060,C000065,2025-06-21 23:00:00,P00000,1,40.98,0.1,completed
O00001061,C000065,2025-08-06 23:00:00,P00053,1,31.59,0.2,completed
O00001062,C000065,2025-08-26 18:00:00,P00040,1,12.35,0.0,completed
O00001063,C000065,2025-09-11 00:00:00,P00007,1,53.63,0.0,completed
O00001064,C000065,2025-09-27 23:00:00,P00006,2,64.16,0.0,completed
O00001065,C000065,2025-09-30 21:00:00,P00074,2,29.9,0.0,completed
O00001066,C000065,2025-11-11 01:00:00,P00039,2,37.48,0.1,completed
O00001067,C000065,2025-11-24 13:00:00,P00011,2,37.44,0.0,completed
O00001068,C000065,2025-12-10 01:00:00,P00023,2,56.29,0.1,completed
O00001069,C000065,2025-12-14 07:00:00,P00019,2,34.0,0.0,completed
O00001070,C000065,2026-01-04 16:00:00,P00041,3,53.43,0.0,completed
O00001071,C000065,2026-01-04 23:00:00,P00051,1,42.3,0.0,completed
O00001072,C000065,2026-01-11 19:00:00,P00031,2,7.89,0.2,completed
O00001073,C000065,2026-02-05 23:00:00,P00074,2,26.91,0.1,completed
O00001074,C000065,2026-02-09 20:00:00,P00033,3,47.85,0.0,completed
O00001075,C000065,2026-03-05 12:00:00,P00048,3,107.25,0.0,completed
O00001076,C000065,2026-03-08 18:00:00,P00029,3,72.47,0.1,completed
O00001077,C000065,2026-04-07 08:00:00,P00021,1,7.27,0.2,completed
O00001078,C000065,2026-04-09 23:00:00,P00062,1,32.33,0.0,completed
O00001079,C000065,2026-04-28 07:00:00,P00037,3,60.29,0.2,completed
O00001080,C000065,2026-05-01 08:00:00,P00031,2,9.86,0.0,completed
O00001081,C000065,2026-05-19 12:00:00,P00042,2,77.94,0.0,completed
O00001082,C000065,2026-06-02 19:00:00,P00036,1,12.07,0.2,completed
O00001083,C000065,2026-06-16 13:00:00,P00068,3,110.79,0.0,completed
O00001084,C000066,2024-09-24 20:00:00,P00043,2,15.52,0.1,completed
O00001085,C000066,2024-10-09 15:00:00,P00032,1,14.28,0.0,completed
O00001086,C000066,2024-10-28 00:00:00,P00024,1,19.88,0.0,completed
O00001087,C000066,2024-11-12 15:00:00,P00075,2,38.8,0.2,completed
O00001088,C000066,2024-12-02 11:00:00,P00035,1,25.5,0.0,completed
O00001089,C000066,2024-12-07 19:00:00,P00073,1,21.31,0.0,refunded
O00001090,C000066,2024-12-12 08:00:00,P00009,3,100.86,0.0,completed
O00001091,C000066,2024-12-17 05:00:00,P00009,3,80.69,0.2,refunded
O00001092,C000066,2025-01-05 08:00:00,P00003,3,57.98,0.2,completed
O00001093,C000066,2025-01-12 21:00:00,P00037,2,50.24,0.0,completed
O00001094,C000066,2025-01-19 01:00:00,P00046,2,80.77,0.2,completed
O00001095,C000066,2025-01-23 14:00:00,P00017,3,14.91,0.0,completed
O00001096,C000066,2025-01-30 22:00:00,P00012,3,31.37,0.2,completed
O00001097,C000066,2025-02-14 06:00:00,P00021,1,7.27,0.2,refunded
O00001098,C000066,2025-02-20 19:00:00,P00077,2,86.58,0.0,completed
O00001099,C000066,2025-03-10 10:00:00,P00048,3,107.25,0.0,completed
O00001100,C000066,2025-03-27 00:00:00,P00048,2,64.35,0.1,completed
O00001101,C000066,2025-04-10 12:00:00,P00001,1,18.29,0.0,completed
O00001102,C000066,2025-04-22 09:00:00,P00075,1,21.82,0.1,completed
O00001103,C000066,2025-04-25 00:00:00,P00067,1,12.58,0.0,completed
O00001104,C000066,2025-04-29 02:00:00,P00036,2,27.16,0.1,completed
O00001105,C000066,2025-05-02 07:00:00,P00042,3,116.91,0.0,completed
O00001106,C000066,2025-05-02 11:00:00,P00010,3,47.17,0.1,completed
O00001107,C000066,2025-05-07 04:00:00,P00062,3,77.59,0.2,completed
O00001108,C000066,2025-05-23 05:00:00,P00045,1,16.02,0.0,completed
O00001109,C000066,2025-05-25 13:00:00,P00012,1,13.07,0.0,completed
O00001110,C000066,2025-05-27 01:00:00,P00057,3,168.15,0.0,completed
O00001111,C000066,2025-05-31 21:00:00,P00057,3,134.52,0.2,completed
O00001112,C000066,2025-06-25 20:00:00,P00056,2,44.1,0.0,completed
O00001113,C000066,2025-07-03 22:00:00,P00078,1,18.48,0.0,completed
O00001114,C000066,2025-07-04 06:00:00,P00040,2,19.76,0.2,completed
O00001115,C000066,2025-07-05 01:00:00,P00045,2,32.04,0.0,completed
O00001116,C000066,2025-07-14 19:00:00,P00010,3,47.17,0.1,completed
O00001117,C000066,2025-08-14 23:00:00,P00061,1,16.95,0.0,completed
O00001118,C000066,2025-08-20 07:00:00,P00010,3,52.41,0.0,completed
O00001119,C000066,2025-08-21 01:00:00,P00060,3,108.57,0.0,completed
O00001120,C000066,2025-08-29 20:00:00,P00055,1,10.21,0.0,completed
O00001121,C000066,2025-09-23 18:00:00,P00044,1,33.75,0.1,completed
O00001122,C000066,2025-09-25 02:00:00,P00068,2,59.09,0.2,completed
O00001123,C000066,2025-10-06 13:00:00,P00058,1,21.71,0.0,completed
O00001124,C000066,2025-10-14 10:00:00,P00045,1,16.02,0.0,completed
O00001125,C000066,2025-10-21 00:00:00,P00037,3,67.82,0.1,completed
O00001126,C000066,2025-10-22 21:00:00,P00059,1,13.42,0.0,completed
O00001127,C000066,2025-10-28 04:00:00,P00056,3,66.15,0.0,cancelled
O00001128,C000066,2025-11-03 07:00:00,P00043,2,15.52,0.1,completed
O00001129,C000066,2025-11-08 08:00:00,P00008,1,11.39,0.2,refunded
O00001130,C000066,2025-11-10 03:00:00,P00017,3,14.91,0.0,completed
O00001131,C000066,2025-11-16 18:00:00,P00043,3,23.27,0.1,completed
O00001132,C000066,2025-11-16 13:00:00,P00021,2,16.36,0.1,refunded
O00001133,C000066,2025-12-07 21:00:00,P00045,3,48.06,0.0,completed
O00001134,C000066,2025-12-24 09:00:00,P00060,1,36.19,0.0,completed
O00001135,C000066,2025-12-31 08:00:00,P00036,2,30.18,0.0,completed
O00001136,C000066,2026-01-11 02:00:00,P00067,3,30.19,0.2,completed
O00001137,C000066,2026-01-15 10:00:00,P00010,2,34.94,0.0,completed
O00001138,C000066,2026-01-27 01:00:00,P00078,1,18.48,0.0,completed
O00001139,C000066,2026-02-01 10:00:00,P00034,2,52.64,0.0,completed
O00001140,C000066,2026-02-10 20:00:00,P00015,1,8.72,0.2,completed
O00001141,C000066,2026-02-14 00:00:00,P00079,2,69.89,0.1,completed
O00001142,C000066,2026-03-13 19:00:00,P00020,2,55.85,0.1,completed
O00001143,C000066,2026-03-16 06:00:00,P00025,1,21.87,0.2,completed
O00001144,C000066,2026-03-21 03:00:00,P00010,1,13.98,0.2,completed
O00001145,C000066,2026-04-17 14:00:00,P00079,2,77.66,0.0,completed
O00001146,C000066,2026-04-22 23:00:00,P00014,3,30.72,0.0,completed
O00001147,C000066,2026-05-03 00:00:00,P00061,3,50.85,0.0,completed
O00001148,C000066,2026-05-14 02:00:00,P00020,1,24.82,0.2,completed
O00001149,C000066,2026-05-16 03:00:00,P00026,1,27.81,0.0,completed
O00001150,C000066,2026-05-29 04:00:00,P00043,1,8.62,0.0,completed
O00001151,C000067,2024-05-22 21:00:00,P00027,2,37.06,0.0,completed
O00001152,C000067,2024-05-25 03:00:00,P00018,1,12.44,0.0,cancelled
O00001153,C000067,2024-07-16 12:00:00,P00055,1,9.19,0.1,completed
O00001154,C000067,2024-08-27 18:00:00,P00037,2,45.22,0.1,completed
O00001155,C000067,2024-09-05 20:00:00,P00079,2,62.13,0.2,completed
O00001156,C000067,2024-09-24 21:00:00,P00056,2,39.69,0.1,completed
O00001157,C000067,2024-09-28 07:00:00,P00077,1,43.29,0.0,completed
O00001158,C000067,2024-10-08 07:00:00,P00075,2,48.5,0.0,completed
O00001159,C000067,2024-10-24 08:00:00,P00078,1,14.78,0.2,completed
O00001160,C000067,2024-11-03 20:00:00,P00032,3,34.27,0.2,completed
O00001161,C000067,2024-11-15 20:00:00,P00012,2,26.14,0.0,completed
O00001162,C000067,2024-11-18 06:00:00,P00035,3,76.5,0.0,completed
O00001163,C000067,2024-12-16 16:00:00,P00060,3,86.86,0.2,completed
O00001164,C000067,2024-12-17 08:00:00,P00013,2,39.42,0.0,refunded
O00001165,C000067,2024-12-31 10:00:00,P00001,1,18.29,0.0,cancelled
O00001166,C000067,2025-01-01 20:00:00,P00039,2,41.64,0.0,completed
O00001167,C000067,2025-02-13 17:00:00,P00043,3,20.69,0.2,completed
O00001168,C000067,2025-02-23 15:00:00,P00010,3,52.41,0.0,completed
O00001169,C000067,2025-03-14 02:00:00,P00073,1,21.31,0.0,completed
O00001170,C000067,2025-03-15 13:00:00,P00011,2,29.95,0.2,completed
O00001171,C000067,2025-03-17 04:00:00,P00063,1,25.76,0.0,completed
O00001172,C000067,2025-03-23 01:00:00,P00058,1,21.71,0.0,completed
O00001173,C000067,2025-03-28 18:00:00,P00047,3,85.47,0.0,completed
O00001174,C000067,2025-06-07 22:00:00,P00041,2,32.06,0.1,completed
O00001175,C000067,2025-06-08 02:00:00,P00041,3,53.43,0.0,completed
O00001176,C000067,2025-07-21 00:00:00,P00058,2,43.42,0.0,completed
O00001177,C000067,2025-07-23 04:00:00,P00059,2,24.16,0.1,completed
O00001178,C000067,2025-10-31 12:00:00,P00000,1,45.53,0.0,completed
O00001179,C000067,2025-11-07 09:00:00,P00013,3,53.22,0.1,completed
O00001180,C000067,2025-11-17 18:00:00,P00013,1,19.71,0.0,completed
O00001181,C000067,2025-11-20 11:00:00,P00028,1,14.97,0.0,completed
O00001182,C000067,2025-12-21 10:00:00,P00020,3,93.09,0.0,completed
O00001183,C000067,2026-01-09 09:00:00,P00077,1,43.29,0.0,completed
O00001184,C000067,2026-01-21 01:00:00,P00050,3,150.75,0.0,completed
O00001185,C000067,2026-02-13 04:00:00,P00006,3,96.24,0.0,completed
O00001186,C000067,2026-02-17 18:00:00,P00078,1,18.48,0.0,completed
O00001187,C000067,2026-02-17 08:00:00,P00078,3,55.44,0.0,completed
O00001188,C000067,2026-02-22 22:00:00,P00039,1,20.82,0.0,completed
O00001189,C000067,2026-02-28 18:00:00,P00060,2,65.14,0.1,completed
O00001190,C000067,2026-03-10 21:00:00,P00008,3,42.72,0.0,completed
O00001191,C000067,2026-03-31 02:00:00,P00040,2,24.7,0.0,completed
O00001192,C000067,2026-04-07 17:00:00,P00016,3,38.31,0.0,completed
O00001193,C000067,2026-05-08 07:00:00,P00060,1,36.19,0.0,completed
O00001194,C000067,2026-06-07 10:00:00,P00001,2,36.58,0.0,completed
O00001195,C000067,2026-06-09 10:00:00,P00058,1,19.54,0.1,completed
O00001196,C000067,2026-06-20 07:00:00,P00032,2,28.56,0.0,completed
O00001197,C000067,2026-06-24 11:00:00,P00015,2,17.44,0.2,completed
O00001198,C000067,2026-06-25 06:00:00,P00055,1,9.19,0.1,completed
O00001199,C000068,2024-01-24 23:00:00,P00048,1,28.6,0.2,completed
O00001200,C000068,2024-03-10 23:00:00,P00020,1,27.93,0.1,completed
O00001201,C000068,2024-04-03 06:00:00,P00017,3,14.91,0.0,completed
O00001202,C000068,2024-04-09 04:00:00,P00064,3,28.85,0.2,completed
O00001203,C000068,2024-05-04 13:00:00,P00076,3,171.48,0.1,completed
O00001204,C000068,2024-05-14 19:00:00,P00042,2,62.35,0.2,completed
O00001205,C000068,2024-05-26 15:00:00,P00050,3,150.75,0.0,completed
O00001206,C000068,2024-06-27 14:00:00,P00051,2,84.6,0.0,completed
O00001207,C000068,2024-07-12 09:00:00,P00063,3,61.82,0.2,completed
O00001208,C000068,2024-07-20 16:00:00,P00029,3,72.47,0.1,completed
O00001209,C000068,2024-07-20 20:00:00,P00024,3,59.64,0.0,completed
O00001210,C000068,2024-07-24 01:00:00,P00008,3,34.18,0.2,completed
O00001211,C000068,2024-07-27 00:00:00,P00046,2,100.96,0.0,completed
O00001212,C000068,2024-11-18 07:00:00,P00047,3,85.47,0.0,completed
O00001213,C000068,2024-12-13 09:00:00,P00044,1,37.5,0.0,completed
O00001214,C000068,2024-12-28 17:00:00,P00010,1,15.72,0.1,completed
O00001215,C000068,2025-01-01 20:00:00,P00033,3,47.85,0.0,completed
O00001216,C000068,2025-01-12 01:00:00,P00054,2,18.26,0.0,completed
O00001217,C000068,2025-03-08 16:00:00,P00061,2,33.9,0.0,completed
O00001218,C000068,2025-03-13 15:00:00,P00021,3,27.27,0.0,completed
O00001219,C000068,2025-04-03 13:00:00,P00027,1,18.53,0.0,completed
O00001220,C000068,2025-04-13 02:00:00,P00011,3,44.93,0.2,completed
O00001221,C000068,2025-04-16 02:00:00,P00008,2,28.48,0.0,refunded
O00001222,C000068,2025-05-03 17:00:00,P00018,1,11.2,0.1,completed
O00001223,C000068,2025-05-07 20:00:00,P00079,1,34.95,0.1,completed
O00001224,C000068,2025-05-11 02:00:00,P00024,1,15.9,0.2,completed
O00001225,C000068,2025-06-02 03:00:00,P00057,2,112.1,0.0,completed
O00001226,C000068,2025-06-13 03:00:00,P00005,3,67.71,0.0,completed
O00001227,C000068,2025-06-25 23:00:00,P00024,1,19.88,0.0,completed
O00001228,C000068,2025-06-27 10:00:00,P00041,3,48.09,0.1,completed
O00001229,C000068,2025-07-06 21:00:00,P00001,3,54.87,0.0,completed
O00001230,C000068,2025-07-12 21:00:00,P00079,1,38.83,0.0,completed
O00001231,C000068,2025-09-18 05:00:00,P00007,3,160.89,0.0,completed
O00001232,C000068,2025-10-21 08:00:00,P00057,1,50.44,0.1,completed
O00001233,C000068,2025-11-06 03:00:00,P00073,3,63.93,0.0,completed
O00001234,C000068,2025-12-18 21:00:00,P00060,3,86.86,0.2,completed
O00001235,C000068,2026-01-09 09:00:00,P00054,3,27.39,0.0,completed
O00001236,C000068,2026-01-31 18:00:00,P00026,3,66.74,0.2,completed
O00001237,C000068,2026-02-07 23:00:00,P00079,1,38.83,0.0,completed
O00001238,C000068,2026-02-17 17:00:00,P00030,1,11.14,0.0,cancelled
O00001239,C000068,2026-03-03 05:00:00,P00028,2,29.94,0.0,completed
O00001240,C000068,2026-03-18 14:00:00,P00001,2,36.58,0.0,completed
O00001241,C000068,2026-04-11 18:00:00,P00020,1,24.82,0.2,completed
O00001242,C000069,2024-12-01 19:00:00,P00020,2,49.65,0.2,completed
O00001243,C000069,2025-02-25 11:00:00,P00072,3,13.62,0.0,completed
O00001244,C000069,2025-07-18 01:00:00,P00029,3,80.52,0.0,completed
O00001245,C000069,2025-10-10 01:00:00,P00037,1,22.61,0.1,completed
O00001246,C000069,2025-12-24 15:00:00,P00025,3,73.82,0.1,completed
O00001247,C000069,2026-01-08 11:00:00,P00006,2,64.16,0.0,completed
O00001248,C000069,2026-02-08 01:00:00,P00055,3,24.5,0.2,completed
O00001249,C000069,2026-03-30 05:00:00,P00032,2,22.85,0.2,completed
O00001250,C000070,2025-02-04 05:00:00,P00063,3,77.28,0.0,completed
O00001251,C000070,2025-02-23 13:00:00,P00005,1,20.31,0.1,completed
O00001252,C000070,2025-09-09 11:00:00,P00015,2,21.8,0.0,refunded
O00001253,C000071,2025-01-12 11:00:00,P00004,1,18.5,0.0,completed
O00001254,C000072,2025-03-26 14:00:00,P00066,2,11.89,0.2,completed
O00001255,C000072,2025-04-11 17:00:00,P00019,1,13.6,0.2,completed
O00001256,C000072,2025-04-17 09:00:00,P00010,3,47.17,0.1,completed
O00001257,C000072,2025-04-21 16:00:00,P00068,1,29.54,0.2,completed
O00001258,C000072,2025-04-28 06:00:00,P00005,3,67.71,0.0,completed
O00001259,C000072,2025-05-06 03:00:00,P00052,1,12.14,0.0,completed
O00001260,C000072,2025-05-24 16:00:00,P00031,3,11.83,0.2,completed
O00001261,C000072,2025-06-08 15:00:00,P00069,2,351.54,0.0,completed
O00001262,C000072,2025-07-03 00:00:00,P00052,1,12.14,0.0,completed
O00001263,C000072,2025-07-07 04:00:00,P00037,1,25.12,0.0,completed
O00001264,C000072,2025-09-08 15:00:00,P00017,3,13.42,0.1,completed
O00001265,C000072,2025-09-25 12:00:00,P00009,2,67.24,0.0,completed
O00001266,C000072,2025-10-05 16:00:00,P00041,1,17.81,0.0,completed
O00001267,C000072,2025-10-07 09:00:00,P00070,3,20.55,0.0,completed
O00001268,C000072,2025-10-13 16:00:00,P00062,1,25.86,0.2,completed
O00001269,C000072,2025-10-18 09:00:00,P00077,2,69.26,0.2,completed
O00001270,C000072,2025-10-31 20:00:00,P00032,2,28.56,0.0,completed
O00001271,C000072,2025-12-12 09:00:00,P00049,1,35.54,0.2,completed
O00001272,C000072,2025-12-27 08:00:00,P00023,3,93.81,0.0,completed
O00001273,C000072,2026-01-04 00:00:00,P00050,2,100.5,0.0,cancelled
O00001274,C000072,2026-03-17 21:00:00,P00052,1,12.14,0.0,completed
O00001275,C000072,2026-03-29 20:00:00,P00078,1,18.48,0.0,completed
O00001276,C000072,2026-04-07 13:00:00,P00054,1,9.13,0.0,refunded
O00001277,C000072,2026-04-28 18:00:00,P00067,3,37.74,0.0,completed
O00001278,C000072,2026-05-07 06:00:00,P00010,1,17.47,0.0,completed
O00001279,C000072,2026-05-21 16:00:00,P00034,3,78.96,0.0,completed
O00001280,C000072,2026-05-24 01:00:00,P00015,1,10.9,0.0,completed
O00001281,C000072,2026-06-15 10:00:00,P00047,2,45.58,0.2,completed
O00001282,C000072,2026-06-18 20:00:00,P00068,3,110.79,0.0,completed
O00001283,C000072,2026-06-24 16:00:00,P00001,2,36.58,0.0,completed
O00001284,C000073,2024-04-07 06:00:00,P00066,2,14.86,0.0,completed
O00001285,C000073,2024-04-16 10:00:00,P00050,2,100.5,0.0,completed
O00001286,C000073,2024-04-19 23:00:00,P00023,2,62.54,0.0,completed
O00001287,C000073,2024-04-27 12:00:00,P00066,1,7.43,0.0,completed
O00001288,C000073,2024-05-15 07:00:00,P00000,2,91.06,0.0,completed
O00001289,C000073,2024-06-10 02:00:00,P00018,2,19.9,0.2,completed
O00001290,C000073,2024-06-25 23:00:00,P00049,2,88.84,0.0,completed
O00001291,C000073,2024-07-08 05:00:00,P00072,1,4.54,0.0,completed
O00001292,C000073,2024-07-20 23:00:00,P00001,2,36.58,0.0,completed
O00001293,C000073,2024-07-31 15:00:00,P00049,3,133.26,0.0,completed
O00001294,C000073,2024-08-03 17:00:00,P00070,3,20.55,0.0,completed
O00001295,C000073,2024-09-09 23:00:00,P00018,1,12.44,0.0,completed
O00001296,C000073,2024-09-09 21:00:00,P00014,3,24.58,0.2,completed
O00001297,C000073,2024-09-15 21:00:00,P00048,2,71.5,0.0,completed
O00001298,C000073,2024-09-23 19:00:00,P00037,2,40.19,0.2,completed
O00001299,C000073,2024-10-10 06:00:00,P00061,1,16.95,0.0,completed
O00001300,C000073,2024-10-18 20:00:00,P00017,2,9.94,0.0,completed
